subject;order;condition;start_stop;stance_side;step;normalized_time;last_step;period;IPSI_HEEL;CONTRA_HEEL;TIME;step_length
S10;1;bbp;start;left;1;1;56;begin start;-0,43266;0,17249;0,73;0,60515
S10;1;bbp;start;left;2;1;56;begin start;-0,44660;0,14502;1,91;0,59162
S10;1;bbp;start;left;3;1;56;begin start;-0,47028;0,11599;3,10;0,58627
S10;1;bbp;start;left;4;1;56;begin start;-0,46773;0,10084;4,31;0,56857
S10;1;bbp;start;left;5;1;56;begin start;-0,50419;0,06226;5,47;0,56645
S10;1;bbp;start;left;19;1;56;Late Baseline;-0,34155;0,24855;23,39;0,59010
S10;1;bbp;start;left;20;1;56;Late Baseline;-0,36170;0,22174;24,57;0,58344
S10;1;bbp;start;left;21;1;56;Late Baseline;-0,33980;0,24204;25,78;0,58184
S10;1;bbp;start;left;22;1;56;Late Baseline;-0,35038;0,22435;26,96;0,57473
S10;1;bbp;start;left;23;1;56;Late Baseline;-0,32523;0,24877;28,16;0,57400
S10;1;bbp;start;left;26;1;56;Early Adapt;-0,57158;0,13089;32,21;0,70247
S10;1;bbp;start;left;27;1;56;Early Adapt;-0,57621;0,11789;33,08;0,69410
S10;1;bbp;start;left;28;1;56;Early Adapt;-0,58932;0,07696;33,97;0,66628
S10;1;bbp;start;left;29;1;56;Early Adapt;-0,38522;0,26897;34,91;0,65419
S10;1;bbp;start;left;30;1;56;Early Adapt;-0,40224;0,31341;35,83;0,71565
S10;1;bbp;start;left;51;1;56;end start;-0,31237;0,37384;54,79;0,68621
S10;1;bbp;start;left;52;1;56;end start;-0,32525;0,37014;55,70;0,69539
S10;1;bbp;start;left;53;1;56;end start;-0,30853;0,40084;56,61;0,70937
S10;1;bbp;start;left;54;1;56;end start;-0,35878;0,36303;57,51;0,72181
S10;1;bbp;start;left;55;1;56;end start;-0,40231;0,34354;58,42;0,74585
S10;1;bbp;start;left;56;1;56;end start;-0,39871;0,30716;59,32;0,70587
S10;1;bbp;stop;left;1;1;57;begin stop;-0,35855;0,33732;0,83;0,69587
S10;1;bbp;stop;left;2;1;57;begin stop;-0,37440;0,33949;1,78;0,71389
S10;1;bbp;stop;left;3;1;57;begin stop;-0,34740;0,36927;2,74;0,71667
S10;1;bbp;stop;left;4;1;57;begin stop;-0,33676;0,36610;3,72;0,70286
S10;1;bbp;stop;left;5;1;57;begin stop;-0,34156;0,37072;4,66;0,71228
S10;1;bbp;stop;left;27;1;57;Late Adapt;-0,37221;0,34760;25,68;0,71981
S10;1;bbp;stop;left;28;1;57;Late Adapt;-0,34910;0,35361;26,65;0,70271
S10;1;bbp;stop;left;29;1;57;Late Adapt;-0,34406;0,37477;27,60;0,71883
S10;1;bbp;stop;left;30;1;57;Late Adapt;-0,34350;0,37397;28,56;0,71747
